Title,Description,Ingredients,Directions,Link
Spiral Cucumber Salad,"This spiral cucumber salad features a sesame oil and soy dressing, plenty of gochujang red chili flakes, and a very fun way to cut cucumbers into spirals, delicious and beautiful to look at.","['6 to 8 mini seedless cucumbers', '1/2 yellow or white onion, thinly sliced', '4 green onions, thinly sliced', '2 cloves garlic, finely minced', '2 tablespoons gochugaro (Korean red pepper flakes)', '3 tablespoons soy sauce', '2 tablespoons rice vinegar', '2 tablespoons brown sugar', '2 teaspoons sesame oil', '2 teaspoons toasted sesame seeds, plus more for garnish if desired']","['Place cucumber between two chopsticks or wooden spoon handles and make diagonal cuts 1/8 -inch apart, taking care not to cut all the way through. Flip cucumber over and make cuts straight across on the second side taking care not to cut all the way through. Repeat with remaining cucumbers and place them in a large bowl. Sprinkle cucumbers liberally with salt, being sure to get salt into the crevices. Let stand for 15 to 20 minutes.', 'Drain liquid off cucumbers and submerge cucumbers in cold water to rinse off salt. Drain well and place cucumbers on paper towels to dry.', 'Add cucumbers, onions, garlic, gochugaro, soy sauce, rice vinegar, brown sugar, sesame oil, and sesame seeds to a large bowl; toss to coat. Serve immediately or refrigerate until ready to serve. Sprinkle with more sesame seeds if desired.']",https://www.allrecipes.com/spiral-cucumber-salad-recipe-8686817
Turkey Meatballs in Maple-Bourbon Mustard Sauce,"These turkey meatballs in maple-bourbon mustard sauce are juicy, moist, and made with simple ingredients. Serve as an appetizer or main course with a side of rice or noodles.","['1/4 cup minced onion', '6 tablespoons panko bread crumbs', '1 large egg', '1 tablespoon Worcestershire sauce', '3 cloves garlic, minced', 'salt and freshly ground black pepper to taste', '1 pound ground turkey', '1/2 cup prepared yellow mustard', '1/2 cup pure maple syrup', '2 tablespoons bourbon whiskey', '1 tablespoon tomato paste', '1/4 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1 pinch cayenne, or more to taste (optional)', '1 tablespoon butter', 'chopped fresh parsley for garnish']","['Preheat the oven to 375 degrees F (190 degrees C). Line a rimmed baking sheet with aluminum foil. Place a baking rack on top, spray the rack with cooking spray, and set aside.', 'In a bowl, combine onion, panko, egg, Worcestershire, garlic, salt, and pepper. Add ground turkey, and gently mix together. Use a 1 tablespoon cookie scoop to gently shape into balls without packing too hard; place on the prepared baking rack.', 'Bake in the preheated oven until meatballs are cooked through, 15 to 20 minutes. An instant read thermometer inserted near the center should read 160 degrees F (71 degrees C).', 'Meanwhile, add mustard, maple syrup, bourbon, tomato paste, salt, pepper, and cayenne to a saucepan, and whisk until well combined. Cook over medium-low heat until sauce starts to thicken, 12 to 15 minutes. Add butter, and stir until melted.', 'Add meatballs to sauce; cook until meatballs are warmed up, 5 to 7 minutes. Transfer to a serving dish, and garnish with parsley.']",https://www.allrecipes.com/turkey-meatballs-in-maple-bourbon-mustard-sauce-recipe-8685411
Italian Marinated Grilled Cheese,"This Italian marinated grilled cheese is made by briefly marinating 3 kinds of cheese with a quick oil and vinegar dressing, and including a few things you typically find in antipasto. It’s a new and amazing twist on the classic grilled cheese sandwich.","['1 clove garlic, minced', '1 tablespoon white wine vinegar', '1 tablespoon olive oil', 'freshly ground black pepper\xa0to taste', '1 pinch chili flakes', '1/4 teaspoon dried Italian herbs', '2 ounces Monterey Jack cheese, grated', '2 ounces Cheddar cheese, grated', '1 slice provolone, quartered', '1 rounded tablespoon diced roasted red peppers', '1 rounded tablespoon diced pickled pepperoncini peppers', '1 rounded tablespoon diced green olives', '2 thick slices French bread', '3 tablespoons olive oil']","['Whisk garlic, vinegar, olive oil, black pepper, chili flakes, and herbs together in a bowl; stir in Monterey Jack, Cheddar, and provolone cheeses until combined.', 'Stir in red peppers, pepperoncini, and olives. Wrap and let marinade in fridge for 15 minutes, or up to several hours.', 'Pile the marinated cheese, beginning with the provolone, evenly onto 1 bread slice; cover with the other slice. Heat olive oil in a nonstick pan over medium heat.', 'Fry sandwich until both sides are crisp and well-browned, and cheese filling has melted, about 3 minutes per side.']",https://www.allrecipes.com/italian-marinated-grilled-cheese-recipe-8686594
Cornmeal Cookies,"These cornmeal cookies have a lovely, chewy texture, and delicious cornmeal flavor.","['1/2 cup unsalted butter, softened', '3/4 cup firmly packed light brown sugar', '2 tablespoons honey', '1 large egg yolk', '2 teaspoons vanilla extract', '1 teaspoon salt', '1/8 teaspoon ground cinnamon', '1/8 teaspoon ground nutmeg', '1 1/4 cups all-purpose flour', '3/4 cup cornmeal', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '2 tablespoons white sugar', '1 tablespoon cornmeal']","['Beat butter, brown sugar, and honey together on medium-high speed with an electric mixer for 5 minutes. Add in egg yolk, vanilla, salt, cinnamon, and nutmeg and mix for 1 minute. Add in flour, 3/4 cup cornmeal, baking powder, and baking soda and mix until just combined.', 'Mix 2 tablespoons white sugar and 1 tablespoon corn meal together in a small bowl.', 'Scoop out 2 tablespoons of the dough and roll into a ball. Roll dough ball into the sugar-corn meal mixture until thoroughly coated. Repeat with remaining cookie dough.', 'Chill dough balls in the refrigerator for 15 minutes.', 'Preheat the oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.', 'Place dough balls 2 inches apart on the prepared baking sheets.', 'Bake in the preheated oven, one pan at a time, until cookies are crackled and begin to turn very light golden brown, 14 to 16 minutes. Cool cookies on baking sheets for 10 minutes before removing to a wire rack to cool completely.']",https://www.allrecipes.com/cornmeal-cookies-recipe-8681391
Big Batch Freezer Lemon Drop Martinis,"These big batch freezer lemon drop martinis, easily made right in a half-empty vodka bottle, are ready when you are—stash the bottle in the freezer and serve them up any time.","['1 3/4 cups vodka', '1/2 cup freshly squeezed lemon juice', '1/2 cup orange liqueur, such as Cointreau®', '1/3 cup simple syrup']","['Pour vodka, lemon juice, orange liqueur, and simple syrup into a freezer-safe 750ml bottle. Cover tightly, and tilt gently a few times to incorporate ingredients.\xa0 Place bottle in the freezer for several hours until very well chilled.', 'Shake gently before serving. Serve as desired, as in a sugar-rimmed glass.\xa0 Store any extra in the freezer until ready to use.']",https://www.allrecipes.com/big-batch-freezer-lemon-drop-martinis-recipe-8683079
Doritos Locos Taco Pie,"Try this sizzling doritos locos taco pie with layers of ground beef, refried beans, cheese, chilis, and, of course, doritos.","['2 teaspoons olive oil', '1/2 cup finely chopped onion', '1 1/2 teaspoons kosher salt, divided', '1 pound ground sirloin', '1 teaspoon chili powder', '1 teaspoon cumin', '1/8 teaspoon cayenne pepper', '1 teaspoon garlic powder', '1 teaspoon onion powder', '1/2 teaspoon freshly ground black pepper', '1/2 cup water', '1 deep dish pie crust', '2 cups shredded sharp Cheddar cheese or Mexican cheese blend, divided', '1 cup refried beans', '1 (4 ounce) can diced green chiles', '2 tablespoons hot sauce or taco sauce (such as Taco Bell Hot Sauce), plus more for topping', '2 cups crushed doritos nacho cheese tortilla chips', 'shredded lettuce, chopped tomatoes, sour cream, and green onions for optional topping']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Heat oil in a large skillet over medium heat.\xa0Add onion and 1/2 teaspoon salt and cook, stirring constantly, for 2 minutes.\xa0Add ground beef in one layer, crumbling slightly with a wooden spoon to spread it into the skillet.\xa0Cook, undisturbed, until browned, about 5 minutes.', 'Stir and continue cooking until beef is no longer pink.\xa0Season with remaining salt, chili powder, cumin, cayenne, garlic powder, onion powder, and pepper and cook for 1 minute.\xa0Add water and cook for 2 minutes, scraping pan to release any browned bits. Remove from heat and set aside.', 'Spread beans over the bottom of the pie crust.\xa0 Sprinkle 1/2\xa0cup cheese evenly over the beans.\xa0Top with ground beef mixture, green chiles, hot sauce, and 3/4 cup cheese.', 'Cover with foil and bake in the preheated oven until bubbly and crust is golden brown, about 30 minutes.', 'Uncover, top with remaining cheese and crushed chips and return to the oven, Bake until bubbly and cheese has melted and chips have very lightly browned, about 5 more minutes.\xa0Let stand for 5 to 10 minutes before serving with toppings of choice and more hot sauce if desired.']",https://www.allrecipes.com/doritos-locos-taco-pie-recipe-8686462
Crispy Air Fryer Potato Bites,"These crispy air fryer potato bites are crispy and flavorful on the outside, tender on the inside. The grated Parmesan creates a perfect crust in the air fryer.","['1 pound red potatoes, cut into 1-inch cubes', '1 tablespoon olive oil', '1/2 teaspoon garlic powder', '1/4 teaspoon salt', '1/8 teaspoon freshly ground black pepper', '2 tablespoons grated Parmesan cheese']","['Preheat the air fryer to 400 degrees F (200 degrees C) according to manufacturer’s instructions.', 'Place cubed potatoes in a large bowl. Add olive oil and toss to coat. Add garlic powder, salt and pepper; toss again. Add grated Parmesan and toss one last time.', 'Place seasoned potatoes in the basket of the preheated air fryer. Cook for 8 minutes. Shake and cook until tender, about 4 minutes more. Serve immediately.']",https://www.allrecipes.com/crispy-air-fryer-potato-bites-recipe-8682451
Frozen Espresso Martini,"This frozen espresso martini is perfect for hot weather and as a pick-me-up after a hectic work day. After all, it’s 100 degrees and 5 o’clock somewhere!","['3 cups freshly brewed espresso', '1 cup simple syrup', '6 fluid ounces vanilla vodka', '6 fluid ounces coffee liqueur, such as Kahlúa®', '2 fluid ounces hazelnut liqueur, such as Frangelico®', 'black onyx cocoa powder, for dusting']","['Gather all ingredients.', 'Stir brewed espresso and simple syrup together in a small pitcher. Pour mixture into ice cube trays and freeze for 8 hours or overnight.', 'Pour vodka, Kahlúa, and Frangelico into a blender. Add in the espresso ice cubes, and blend until smooth.', 'Pour frozen mixture into 4 martini glasses. Lightly dust the martini with black onyx cocoa powder. Enjoy!']",https://www.allrecipes.com/frozen-espresso-martini-recipe-8686021
Ground Beef and Broccoli Stir Fry,"This ground beef and broccoli stir fry is an ideal weeknight family dinner. Convenient pre-cut broccoli florets save time, and ground beef takes the place of sliced beef for ease. The simple stir-fry sauce brings it all together.","['1 cup lower-sodium beef broth', '1/4 cup lower-sodium soy sauce', '3 tablespoons light brown sugar', '1 tablespoon cornstarch', '1 tablespoon minced fresh ginger', '2 teaspoons finely chopped garlic', '2 teaspoons rice vinegar', '3 tablespoons canola oil, divided', '2 cups thinly sliced yellow onion', '2 (8 ounce) packages fresh broccoli florets, trimmed', '1 pound 80% lean ground beef', '3/4 teaspoon kosher salt', '2 cups cooked jasmine or sticky rice, or as needed', 'thinly sliced scallions and toasted sesame seeds']","['Gather all ingredients.', 'Whisk together beef broth, soy sauce, brown sugar, cornstarch, ginger, garlic, and rice vinegar in a bowl until combined and sugar and cornstarch are dissolved; set aside.', 'Heat 2 tablespoons of the oil in a large skillet over medium-high heat until shimmering. Add onion, and cook, stirring occasionally, until softened, about 2 minutes. Add broccoli, and cook, stirring occasionally, until bright green, tender-crisp, and onion is browned, 6 to 7 minutes. Transfer to a plate. Do not wipe skillet clean.', 'Reduce the heat to medium, and add remaining 1 tablespoon oil to skillet. Add ground beef and salt, and cook, stirring often to break meat into even crumbles, until browned and cooked through, about 5 minutes.', 'Whisk broth mixture again, and pour into skillet. Cook over medium heat, stirring constantly, until sauce thickens slightly, 3 to 5 minutes. Return broccoli mixture to skillet, and cook, stirring occasionally, until sauce evenly coats meat and vegetables, 3 to 4 minutes.', 'Serve over rice, and garnish with scallions and toasted sesame seeds.']",https://www.allrecipes.com/ground-beef-and-broccoli-stir-fry-recipe-8679070
Greek-Style Grilled Lamb Chops,"These Greek-style grilled lamb chops, seasoned with a simple herb and lemon marinade, grill up grassy, sweet, and tender.","['8 cloves garlic, crushed', '6 tablespoons extra-virgin olive oil', '1/4 cup fresh lemon juice, divided, plus lemon wedges for serving', '1 tablespoon dried oregano, divided', '1 tablespoon kosher salt, divided', '1 teaspoon crushed red pepper, divided (optional)', '3/4 teaspoon freshly ground black pepper, divided', '2 pounds (1/2-inch thick) bone-in lamb rib chops or (1-inch thick) lamb loin chops, trimmed']","['Gather all ingredients.', 'Whisk together garlic cloves, 1/4 cup olive oil, 3 tablespoons lemon juice, 2 teaspoons dried oregano, 2 teaspoons salt, 1/2 teaspoon red pepper, and 1/2 teaspoon black pepper in a small bowl until combined.', 'Place lamb chops in a resealable plastic bag, and pour marinade over chops. Remove air from bag, and seal. Store in the refrigerator to marinate at least 4 hours or up to 12 hours. Remove from refrigerator, and let stand 30 minutes to warm slightly.', 'Preheat an outdoor grill to High (450 to 500 degrees F (230 to 260 degrees C)). Scrape off excess marinade from lamb chops, and discard remaining marinade in bag. Sprinkle chops evenly with 1/2 teaspoon of the salt and remaining 1/4 teaspoon black pepper.', 'Place lamb chops on oiled grates; grill, covered, turning once or twice, until browned and a thermometer inserted into thickest portion of lamb chop registers 130 degrees F (54 degrees C) for medium-rare, about 4 minutes for rib chops and about 6 minutes for loin chops, or to desired degree of doneness. Carefully turn lamb chops with tongs to sear edges, as desired. Transfer lamb chops to a platter; let rest 5 minutes.', 'While lamb chops rest, whisk together remaining 2 tablespoons oil, 1 tablespoon lemon juice, 1 teaspoon oregano, 1/2 teaspoon salt, and 1/2 teaspoon crushed red pepper, as desired, in a small bowl until combined.', 'Drizzle olive oil mixture over lamb chops, and serve immediately with lemon wedges.']",https://www.allrecipes.com/greek-style-grilled-lamb-chops-recipe-8680071
One Pan Pasta with Bacon and Peas,"One pan pasta with bacon and peas is an easy weeknight meal. Smoky bacon, sweet peas, and nutty Parmesan cheese are perfect partners for this dish. Use any type of dry pasta.","['8 ounces bacon, diced', '1/2 cup diced onion', '2 cloves garlic, minced', '2 2/3 cups chicken broth', '2/3 cup milk', '8 ounces rotini pasta', '1 cup frozen peas', '3/4 cup plain Greek yogurt', 'salt and freshly ground black pepper to taste', '1/2 cup grated Parmesan cheese, or more to taste']","['Cook bacon in a large skillet over medium heat until crispy, about 3 minutes. Transfer bacon to a plate lined with a paper towel. Remove all but about 2 tablespoons bacon grease from the skillet.', 'Add onion to the skillet, and cook until translucent and tender, 3 to 4 minutes. Add garlic and cook until fragrant, about 30 seconds.', 'Pour in chicken broth and milk, and bring to a boil. Stir in pasta, reduce heat to medium low, cover the skillet, and cook, stirring occasionally, until pasta is al dente, 13 to 15 minutes.', 'Stir in peas, and cook just until thawed. Add Greek yogurt and bacon, stir to combine, and season with salt and pepper. Sprinkle with Parmesan and serve.']",https://www.allrecipes.com/one-pan-pasta-with-bacon-and-peas-recipe-8685505
Doggie Ice Cream Cake,"This doggie ice cream cake is for when the temperatures soar. Cool down your fur babies with this dog-friendly treat. Small portions and all-natural peanut butter are key here. The peanut butter ingredient list should read peanuts and salt, and nothing more. That is it. My two Great Pyrenees, Aspen and Zorro, love this and I'm sure your fur babies will too.","['1 (32 ounce) container Greek yogurt', '1 (16 ounce) jar all-natural peanut butter', '5 ounces frozen strawberry and banana blend, finely chopped', '2 tablespoons real bacon']","['Mix yogurt and peanut butter together in a large bowl. Add chopped strawberry/banana mix and stir until evenly combined.', 'Transfer mixture to a silicone baking mold. Sprinkle bacon pieces on top. Freeze 8 hours or overnight.', ""Empty cake onto a clean work surface and cut into individual servings based on your dog's size. Treat your dog and store remaining pieces in an airtight container in the freezer up to 3 months.""]",https://www.allrecipes.com/doggie-ice-cream-cake-recipe-8685528
Zucchini Rollatini,"These zucchini rollatini are ribbons of zucchini, filled with ricotta, mozzarella, and herbs, and baked in marinara sauce, a bit like lasagna roll-ups, but without the pasta.","['2 (12 ounce) zucchinis, sliced lengthwise into 18 (1/8-inch-thick) planks', '2 tablespoons extra-virgin olive oil', '1 tablespoon kosher salt,\xa0divided', '1 cup whole milk ricotta cheese, patted dry', '1 large egg, lightly beaten', '3 tablespoons chopped fresh basil, plus more for garnish', '2 teaspoons chopped fresh oregano', '2 teaspoons grated lemon zest', '1 teaspoon freshly ground black pepper', '2 clove garlic, grated', '1 1/2 cups shredded whole milk mozzarella cheese, divided', '1/2 cup freshly grated Parmesan cheese, divided', 'cooking spray', '2 cups jarred marinara sauce\xa0(such as Rao’s®), divided']","['Gather all ingredients. Preheat the oven to 425 degrees F (220 degrees C) with racks in top third and lower third positions.', 'Toss zucchini slices with oil and 2 teaspoons salt on 2 large rimmed baking sheets; arrange in a single layer. Bake in the preheated oven until tender, about 10 minutes, rotating baking sheets from top to bottom halfway through cook time.', 'Remove from the oven, and let zucchini slices cool slightly, about 5 minutes. Reduce oven temperature to 375 degrees F (190 degrees C).', 'Meanwhile, stir together ricotta, egg, basil, oregano, lemon zest, pepper, garlic, 1 cup of the mozzarella, 1/4 cup of the Parmesan, and remaining 1 teaspoon salt in a medium bowl until combined.', 'Lightly coat a 13x9-inch baking dish with cooking spray. Spread 1 cup marinara sauce evenly in the bottom of the baking dish. Gently pat zucchini slices dry with paper towels. Spoon about 1 tablespoon plus 1 teaspoon ricotta mixture on 1 end of 1 zucchini slice; roll up, and place roll, seam-side down, into the marinara in the dish. Repeat process with remaining zucchini slices and ricotta mixture.', 'Pour remaining 1 cup marinara evenly over center of zucchini rolls, leaving roll ends exposed. Sprinkle rolls evenly with remaining 1/2 cup mozzarella and 1/4 cup Parmesan.', 'Bake in the preheated oven until bubbling, slightly browned, and zucchini is very tender, about 25 minutes. Let rest 10 minutes. Garnish with basil.']",https://www.allrecipes.com/zucchini-rollatini-recipe-8680237
Chicken Ricotta Meatballs,"These ricotta chicken meatballs are both budget friendly and a lighter alternative to the traditional beef meatball, while still being flavorful and satisfying. The roasted tomato sauce is a delicious accompaniment.","['2 teaspoons oil', '1/2 white onion, finely diced', '6 cloves garlic, minced', '1/2 teaspoon freshly ground black pepper, divided', '3/4 teaspoon salt, divided', '1/2 cup panko', '1/4 cup ricotta cheese', '1 large egg', '1/2 teaspoon Italian seasoning', '1 pound ground chicken', '15 Roma tomatoes, cut in half lengthwise', '1 onion, quartered', '2 tablespoons olive oil', '8 cloves garlic, peeled', '1/2 teaspoon salt, or to taste', '1 teaspoon Italian seasoning, or to taste', 'basil leaves, cut into thin strips, for garnish', 'shaved Parmesan, for garnish']","['Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with foil or parchment paper.', 'Heat olive oil in a skillet. Add onion and garlic, season with 1/4 teaspoon salt and 1/4 teaspoon pepper, and cook until soft and translucent, 3 to 5 minutes. Let cool to room temperature.', 'Combine panko and ricotta in a bowl and mix well. Add egg and season with remaining salt, pepper and Italian seasoning; mix to combine. Add ground chicken, and cooked onion and garlic mixture; mix gently to combine.', 'Shape into about 24 meatballs and place on the prepared baking sheet.', 'Bake meatballs in the preheated oven until no longer pink in the center and the juices run clear. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C),\xa0 about 20 minutes; remove to cool.', 'To make the sauce, preheat the oven to 425 degrees F (220 degrees C).', 'Coat the tomatoes with olive oil, then place cut side down in a single layer on a rimmed baking sheet. Add onion and garlic cloves to the baking sheet and sprinkle everything with salt.', 'Roast in the preheated oven until tomato skins begin to shrivel and tomatoes begin to release their juice, about 25 minutes.', 'Remove and let cool slightly. Carefully discard the skins.', 'Place tomatoes, onion, and garlic in a blender and blend to your preferred consistency. Stir in Italian seasoning and serve with chicken meatballs. Garnish with basil and shaved Parmesan.']",https://www.allrecipes.com/chicken-ricotta-meatballs-recipe-8683251
Air Fryer Parmesan Chicken Skewers,"These air fryer Parmesan chicken skewers are crispy on the outside, tender and juicy on the inside. Dip in ranch dressing or any sauce you like.","['1 1/4 pounds chicken breast tenders', '2 teaspoons olive oil', '1 teaspoon garlic powder', '1/2 teaspoon paprika', '1/2 teaspoon dried parsley flakes', '1/2 teaspoon salt', '1/4 teaspoon freshly ground black pepper', '1/2 cup grated Parmesan cheese']","['Preheat an air fryer to 400 degrees F (200 degrees C) according to manufacturer’s instructions.', 'Place chicken tenders in a large bowl. Add olive oil, garlic powder, paprika, parsley flakes, salt, and pepper. Toss to coat. Add grated Parmesan cheese. Toss to coat until evenly combined.', 'Thread a tender on to each skewer and place each skewer in the basket of the air fryer in an even layer. They can touch, but should not overlap.', 'Cook for 7 minutes. Flip skewers and cook until chicken is no longer pink at the center and juices run clear, about 3 minutes more. An instant-read thermometer inserted near the center of chicken should read 165 degrees F (74 degrees C).']",https://www.allrecipes.com/air-fryer-parmesan-chicken-skewers-recipe-8685185
Grilled Chicken and Peaches,"This recipe for grilled chicken and peaches adds layers of flavor to the chicken, with a kicky rub, a sweet peachy glaze, and grilled peaches on the side. While the grill is going, grill up some fresh veggies, or try a grilled Romaine salad.","['2 pounds skinless, boneless chicken breasts, pounded to uniform 1/2-inch thickness', '2 tablespoons olive oil', '1 tablespoon chili powder', '1 tablespoon garlic powder', '1 1/2 teaspoons white sugar', '1 teaspoon salt,\xa0or to taste', '1/2 teaspoon freshly ground white pepper', '1/2 cup all fruit peach preserves', '1/4 cup hoisin sauce', '2 teaspoons grated fresh ginger', '1/2 teaspoon garlic powder', '1 teaspoon Sriracha, or to taste', '1/2 lime, zested', '1 tablespoon cooking oil, or more as needed', '4 large peaches, halved and pitted', '1/2 lime, juiced', 'lime slices for garnish (optional)']","['Pat chicken pieces dry with a paper towel, and coat all sides with olive oil. Combine chili powder, garlic powder, sugar, salt, and white pepper in a small bowl; mix well. Rub spice mixture on chicken pieces, see note.', 'Preheat an outdoor grill to medium-high, and clean the grates.', 'Meanwhile, stir peach preserves, hoisin sauce, grated ginger, garlic powder, Sriracha, and lime zest together in a small saucepan over medium heat. Heat, stirring, until the preserves are melted and ingredients are well blended, about 3 to 5 minutes. (You will use half of peach glaze during the last minutes of cooking chicken, and reserve half until ready to serve).', 'When the grill is ready, saturate a paper towel with cooking oil, and use tongs to oil the grates.', 'Grill chicken about 4 to 5 minutes per side, depending on thickness, until the internal temperature reads about 155 degrees F (68 degrees C) with an instant read thermometer. Brush chicken with peach glaze and grill 1 minute more, then turn the chicken and brush glaze on the other side. Continue grilling and turning until the chicken reaches 160 degrees F (71 degrees C). Remove to a plate and cover with foil. During rest, residual heat will raise the internal temperature to 165 degrees F (74 degrees C).', 'Meanwhile, grill peaches. Using tongs, place peach halves on the hot grates, cut side down, and grill just until there are grill marks, 1 to 2 minutes.', 'To serve, place chicken and peach halves on a serving plate and brush with reserved glaze. Squeeze half a lime over the entire dish. Garnish with additional lime slices, if desired.']",https://www.allrecipes.com/grilled-chicken-and-peaches-recipe-8682879
Chilaquiles Breakfast Casserole,"This chilaquiles breakfast casserole is made with layered tortilla chips, baked in a spiced chile sauce and cheese. Topped with fried or poached eggs, and plenty of delicious fixings, it's very satisfying. Traditional chilaquiles are made in a skillet, but this casserole version is a great way to serve a large group at breakfast or a brunch.","['1 (20 ounce) can red enchilada sauce', '1 cup roasted tomato salsa', '1/2 cup diced Hatch green chilies', '1/2 lime, juiced', '2 teaspoons chili powder', '1 teaspoon ground cumin', '1 teaspoon dried oregano', '1/2 cup sliced green onions', '8 to 10 cups thick-cut tortilla chips', '4 ounces shredded Monterey Jack cheese', '4 ounces shredded Cheddar cheese', '6 large eggs', '1 avocado\xa0- pitted, peeled, and diced', '1/4 cup crumbled queso fresco cheese', '1/4 cup chopped fresh cilantro leaves', 'sour cream (optional)', 'hot sauce (optional)']","['Preheat the oven to 375 degrees F (190 degrees C).', 'Add enchilada sauce, salsa, Hatch chilies, lime juice, chili powder, cumin, oregano, and green onions to a bowl and whisk thoroughly.', 'Toss Monterey Jack and Cheddar cheeses together; set aside.', 'Transfer 1 ladle of sauce into the bottom of a 9x12-inch baking dish. Top with half the chips, arranging into an even layer. Ladle over half the remaining sauce. Top evenly with half the cheese mixture.', 'Top with remaining chips, arranging into an even layer. Ladle over remaining sauce. Top evenly with the remaining cheese mixture.', 'Bake in the preheated oven until the casserole is heated through and cheese is starting to brown, 20 to 25 minutes.', ""In the last few minutes of baking time, prepare the eggs by frying or poaching, or bake them on top of the casserole as shown in the video. See Chef's Note for directions."", 'Serve casserole hot, topped with avocado, queso fresco, cilantro, sour cream, and hot sauce. Add a fried or poached egg to the top of each serving.']",https://www.allrecipes.com/chilaquiles-breakfast-casserole-recipe-8684756
Bougatsa,"Bougatsa, a Greek pastry that's delicious for breakfast or anytime, has a creamy but sturdy lemon-vanilla custard baked between layers of crisp and flaky phyllo dough.","['4 large eggs, at room temperature', '2/3 cup white sugar', '3 cups whole milk', '1/2 cup semolina flour', '1 cup cold unsalted butter, cubed', '2 tablespoons packed grated lemon zest', '2 tablespoons freshly squeezed lemon juice', '1 1/2 teaspoons vanilla extract', '3/4 cup unsalted butter, divided', '18 (14x9-inch) frozen phyllo pastry sheets, thawed', ""2 teaspoons confectioner's sugar"", '1/8 teaspoon ground cinnamon']","['Crispy and flaky, smooth and filled with a semolina custard—these textures are what make bougatsa so great. There are hints of lemon and vanilla and a sweetness that evens everything out. But what is bougatsa?', 'Bougatsa is a traditional Greek pastry served often for breakfast or dessert. It’s made by layering sheets of phyllo dough, a thin unleavened dough used in Greek, Balkan, and Middle Eastern cuisine, and filled with a sweet, milky semolina custard.', 'The recipe also includes eggs, vanilla, sugar, butter, lemon juice and zest as well as powdered sugar and cinnamon as a topping. There really aren’t too many ingredients, which is the beauty of this recipe. There are two main parts to this recipe: preparing the custard, then layering the phyllo dough with the custard. The oven does the rest of the work. Allow the bougatsa to cool slightly before serving. This will help the custard set, and the pastry will cut into slices easier.', '“I’ve never had this dish before, and I gotta say, it’s one of the best things I’ve eaten in a while (and I eat a lot),” says recipe tester and developer Liz Mervosh. “It’s just sweet enough to satiate your sweet tooth and also savory from the butter-coated phyllo sweets. Forget your French breakfast pastries, go Greek!”', 'Here are some tips and tricks from recipe developer Jasmine Smith:', 'Editorial contributions by Keaton Larson', 'Gather the ingredients.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Beat eggs with a stand mixer fitted with a whisk attachment on medium speed until foamy, about 1 minute. Add white sugar; beat on medium speed until thick and foamy, 4 to 5 minutes.', 'Meanwhile, heat milk in a large saucepan over medium-low, stirring occasionally, until milk begins to simmer. With mixer on low speed, slowly pour hot milk into egg mixture, beating until fully combined, about 30 seconds.', 'Return milk mixture to saucepan. Place saucepan over medium-low heat, and cook, whisking constantly, until mixture begins to simmer and thickens slightly, 3 to 4 minutes. Gradually whisk in semolina flour; cook, stirring constantly, until thickened to a porridge consistency, 1 to 2 minutes.', 'Remove saucepan from heat. Gradually whisk cold butter, 1 tablespoon at a time, into mixture in saucepan until emulsified, about 2 minutes. Whisk in lemon zest, lemon juice, and vanilla. Let custard stand at room temperature while preparing baking pan, stirring occasionally.', 'Brush bottom and sides of a nonstick 13- x 9-inch baking pan with about 1 tablespoon of the melted butter. Gently unfold and place phyllo sheets on a clean work surface; cover using a damp clean kitchen towel to keep phyllo moist while you work. Layer 8 phyllo sheets in the prepared baking pan, lightly brushing each sheet with melted butter.', 'Spread custard over phyllo in an even layer. Top with 2 phyllo sheets, lightly brushing each sheet with melted butter and stretching sheets to cover sides of baking pan.', 'Working with remaining 8 phyllo sheets, 1 sheet at a time, place phyllo sheet on work surface; lightly brush with melted butter. Starting from 1 short end, fold phyllo sheet accordion-style to create a long strip with 2-inch-wide pleats. Place folded phyllo strip crosswise in baking pan with pleats facing up. Repeat brushing and folding process with remaining 7 phyllo sheets and melted butter, placing strips side by side to completely cover baking pan.', ""Bake in the preheated oven until pastry is golden brown and crispy, 40 to 45 minutes. Remove from oven, and let bougatsa cool slightly at room temperature for 30 minutes. Dust evenly with confectioner's sugar and cinnamon. Slice into squares, and serve warm or at room temperature.""]",https://www.allrecipes.com/bougatsa-recipe-8654345
